Protein,Timepoint,R mean,R std,S mean,S std,Log2FC,SSMD
lcl|c217834_g1_i3|m.5399,T1,2,2.529822128,1.666666667,1.966384161,-0.2630344058,-0.1115687944
lcl|c233761_g2_i1|m.18976,T1,1,1.264911064,0.8333333333,1.169045194,-0.2630344058,-0.0844329637
lcl|c234833_g2_i1|m.20306,T1,1,1.095445115,0.8333333333,0.7527726527,-0.2630344058,-0.1003659752
lcl|c225782_g2_i1|m.10939,T1,1.333333333,0.8164965809,1.166666667,0.7527726527,-0.1926450779,-0.112375332
lcl|c225590_g2_i4|m.10752,T1,8.666666667,2.160246899,7.833333333,3.125166662,-0.1458508665,-0.22202763
lcl|c223975_g3_i3|m.9516,T1,8.666666667,2.943920289,7.5,6.220932406,-0.2085866218,-0.1747183702
lcl|c218185_g1_i2|m.5605,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c234252_g1_i2|m.19659,T1,0.8333333333,0.9831920803,0.5,0.8366600265,-0.7369655942,-0.2041349585
lcl|c228583_g3_i2|m.13440,T1,18.83333333,6.08002193,16.83333333,4.708148964,-0.1619674797,-0.3413609998
lcl|c233818_g2_i6|m.19032,T1,4,3.16227766,3.833333333,1.471960144,-0.06140054466,-0.05719573591
lcl|c243010_g3_i1|m.30515,T1,9.833333333,4.915960401,8.666666667,5.391351098,-0.1822033312,-0.1870595452
lcl|c226593_g2_i1|m.11607,T1,2.166666667,2.483277404,1.833333333,1.471960144,-0.2410080995,-0.1248061226
lcl|c221427_g1_i4|m.7617,T1,1.833333333,1.169045194,1.333333333,1.505545305,-0.4594316186,-0.2330057526
lcl|c241437_g3_i3|m.28567,T1,1.666666667,0.8164965809,1.166666667,0.9831920803,-0.5145731728,-0.3101071236
lcl|c233212_g2_i6|m.18275,T1,1,0.894427191,0.6666666667,0.8164965809,-0.5849625007,-0.2127193095
lcl|c239763_g2_i3|m.26299,T1,1.333333333,0.8164965809,0.8333333333,1.169045194,-0.6780719051,-0.2886915025
lcl|c236218_g9_i1|m.21856,T1,1,0.894427191,0.5,0.8366600265,-1,-0.3169350426
lcl|c230398_g2_i10|m.15236,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c222542_g3_i2|m.8415,T1,1.666666667,0.8164965809,1.166666667,1.169045194,-0.5145731728,-0.2886915025
lcl|c243516_g2_i1|m.31047,T1,14.66666667,1.032795559,13,8.197560613,-0.1740293998,-0.2002580473
lcl|c228121_g2_i2|m.13058,T1,4.333333333,3.614784456,3.833333333,2.857738033,-0.1768777621,-0.1274273732
lcl|c232783_g1_i1|m.17764,T1,2.166666667,1.169045194,2,0.894427191,-0.1154772174,-0.09408405459
lcl|c225267_g2_i1|m.10483,T1,1,1.095445115,0.6666666667,0.8164965809,-0.5849625007,-0.1971883723
lcl|c234352_g2_i1|m.19757,T1,0.8333333333,1.169045194,0.8333333333,0.7527726527,0,0
lcl|c223901_g5_i2|m.9467,T1,1.166666667,0.9831920803,1.166666667,0.7527726527,0,0
lcl|c215316_g1_i1|m.3942,T1,16.66666667,5.125101625,14.83333333,7.626707459,-0.1681227588,-0.2216459674
lcl|c223277_g3_i4|m.8995,T1,0.8333333333,0.9831920803,1,0.632455532,0.2630344058,0.1083443142
lcl|c226765_g1_i1|m.11762,T1,0.8333333333,1.169045194,0.6666666667,0.8164965809,-0.3219280949,-0.09614884416
lcl|c234080_g1_i1|m.19410,T1,1.333333333,1.032795559,0.6666666667,1.211060142,-1,-0.3547174433
lcl|c229207_g3_i3|m.14046,T1,12,3.098386677,10.83333333,7.05454936,-0.1475571884,-0.155953307
lcl|c234149_g3_i1|m.19536,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c203483_g1_i2|m.1328,T1,1.833333333,1.471960144,1.833333333,1.329160136,0,0
lcl|c221968_g1_i1|m.8017,T1,1.333333333,1.505545305,0.8333333333,1.329160136,-0.6780719051,-0.2287483463
lcl|c217046_g2_i2|m.4921,T1,3.166666667,1.722401424,2.833333333,1.471960144,-0.1604646722,-0.140715015
lcl|c228583_g6_i1|m.13441,T1,48,17.01763791,42.83333333,23.31022665,-0.1643004522,-0.2150162698
lcl|c231052_g3_i3|m.15929,T1,13.83333333,6.210206652,12.5,4.50555213,-0.1462207409,-0.2330930616
lcl|c227543_g1_i4|m.12563,T1,2.833333333,2.786873995,2.333333333,3.265986324,-0.2801079192,-0.1240713328
lcl|c226786_g3_i2|m.11789,T1,0.8333333333,1.329160136,0.8333333333,0.9831920803,0,0
lcl|c215894_g1_i3|m.4266,T1,1.166666667,1.169045194,1,0.894427191,-0.2223924213,-0.09408405459
lcl|c225245_g1_i2|m.10472,T1,1.5,1.643167673,1.166666667,1.940790217,-0.3625700794,-0.125513876
lcl|c232249_g2_i1|m.17180,T1,34,10.54514106,30.5,14.22322045,-0.1567255037,-0.2341725073
lcl|c231859_g5_i5|m.16713,T1,3.333333333,1.505545305,3,2.75680975,-0.1520030934,-0.1023290009
lcl|c225478_g2_i1|m.10667,T1,1.166666667,1.169045194,1,0.894427191,-0.2223924213,-0.09408405459
lcl|c230434_g3_i1|m.15297,T1,1.666666667,1.211060142,1.666666667,0.8164965809,0,0
lcl|c238378_g1_i1|m.24441,T1,27.33333333,9.521904571,25,11.52388823,-0.1287333141,-0.1893556379
lcl|c240709_g1_i1|m.27629,T1,6.166666667,3.125166662,5.5,1.870828693,-0.1650592463,-0.2135005556
lcl|c237953_g4_i1|m.23928,T1,3,1.673320053,2.666666667,1.505545305,-0.1699250014,-0.1406919848
lcl|c214108_g4_i4|m.3369,T1,12.33333333,4.320493799,11.16666667,4.070217029,-0.1433641752,-0.2323702755
lcl|c216129_g1_i2|m.4409,T1,5.833333333,1.940790217,5.333333333,2.160246899,-0.1292830169,-0.1710139233
lcl|c218703_g1_i4|m.5907,T1,5.5,1.760681686,5,2.529822128,-0.1375035237,-0.1587392508
lcl|c207967_g2_i1|m.1713,T1,1.833333333,1.169045194,1.5,1.048808848,-0.2895066172,-0.1797711928
lcl|c235901_g3_i2|m.21452,T1,68.33333333,9.667816024,61.83333333,15.09194045,-0.1442047229,-0.4134994763
lcl|c238826_g2_i1|m.24957,T1,4.666666667,4.760952286,4.166666667,3.371448749,-0.1634987323,-0.1093995754
lcl|c231190_g4_i6|m.16031,T1,2.666666667,4.546060566,2.666666667,2.804757862,0,0
lcl|c225710_g7_i3|m.10847,T1,0.6666666667,0.8164965809,0,0,-2.736965594,-0.52169486
lcl|c216571_g1_i1|m.4650,T1,0.6666666667,0.8164965809,0.5,0.5477225575,-0.4150374993,-0.119876372
lcl|c216467_g8_i2|m.4597,T1,1.333333333,1.632993162,1.333333333,1.032795559,0,0
lcl|c233370_g1_i2|m.18468,T1,9.5,3.209361307,8.666666667,2.943920289,-0.132450296,-0.2145559156
lcl|c238399_g3_i5|m.24485,T1,302.5,57.78148492,275.6666667,88.03332702,-0.1340103137,-0.302561316
lcl|c215957_g2_i1|m.4319,T1,19.16666667,6.306081721,17.66666667,6.860515044,-0.1175695964,-0.194169543
lcl|c235240_g3_i2|m.20738,T1,1.833333333,0.9831920803,1.333333333,1.966384161,-0.4594316186,-0.2070246809
lcl|c234626_g4_i3|m.20042,T1,30.83333333,12.12298093,28.16666667,5.913261931,-0.1305020242,-0.346546536
lcl|c237097_g2_i1|m.22905,T1,6,3.741657387,5.333333333,3.559026084,-0.1699250014,-0.1485153748
lcl|c211615_g1_i2|m.2471,T1,5.333333333,1.861898673,4.833333333,2.316606714,-0.1420190049,-0.1658352991
lcl|c201413_g4_i1|m.1201,T1,2.833333333,1.471960144,2.5,1.870828693,-0.1805722456,-0.1313117731
lcl|c232868_g2_i13|m.17849,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c227202_g1_i3|m.12234,T1,2.166666667,1.602081979,2.166666667,0.7527726527,0,0
lcl|c235735_g2_i4|m.21279,T1,58.16666667,19.23971587,52.83333333,14.78400036,-0.1387441961,-0.3326543599
lcl|c236844_g2_i5|m.22607,T1,8.166666667,6.853223086,7.5,4.50555213,-0.1228567478,-0.1143215533
lcl|c239275_g1_i1|m.25549,T1,6,2.097617696,5.333333333,5.391351098,-0.1699250014,-0.1155939756
lcl|c236934_g6_i2|m.22704,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c240877_g2_i3|m.27859,T1,2.333333333,1.505545305,2,1.264911064,-0.2223924213,-0.1552304502
lcl|c208130_g1_i1|m.1735,T1,10.5,4.415880433,9.666666667,5.921711464,-0.1192989284,-0.1257749844
lcl|c230186_g5_i1|m.15032,T1,1.5,1.378404875,0.8333333333,1.602081979,-0.8479969066,-0.2889422656
lcl|c233334_g2_i17|m.18426,T1,1.5,1.048808848,1,1.095445115,-0.5849625007,-0.2753403447
lcl|c201441_g1_i1|m.1204,T1,1.666666667,1.211060142,1.5,1.224744871,-0.1520030934,-0.08415662211
lcl|c215465_g1_i1|m.4044,T1,42.66666667,15.90806923,38.83333333,8.424171572,-0.1358138553,-0.3781084234
lcl|c227939_g2_i2|m.12910,T1,13.33333333,2.943920289,12.16666667,3.544949459,-0.132103536,-0.2715786111
lcl|c216467_g10_i1|m.4595,T1,8,9.5289034,7.5,4.324349662,-0.09310940439,-0.0813704325
lcl|c232555_g1_i2|m.17516,T1,2,1.414213562,1.5,1.974841766,-0.4150374993,-0.1927583623
lcl|c217466_g1_i3|m.5215,T1,95.66666667,38.48462897,88,15.00666519,-0.1205128073,-0.4410435166
lcl|c217737_g4_i4|m.5348,T1,3.166666667,3.060501048,3.333333333,2.250925735,0.07400058144,0.04982863035
lcl|c233767_g1_i3|m.18989,T1,80.33333333,20.92526384,74.16666667,18.60555473,-0.1152278104,-0.313058131
lcl|c222555_g2_i4|m.8428,T1,33.66666667,11.14749598,30.83333333,10.98028536,-0.1268300222,-0.2370499276
lcl|c220808_g2_i6|m.7171,T1,6.666666667,3.444802849,6.166666667,2.228601953,-0.1124747293,-0.1452097978
lcl|c243799_g1_i1|m.31328,T1,2,1.264911064,2,0.894427191,0,0
lcl|c221619_g2_i1|m.7763,T1,5,1.414213562,4.666666667,3.076794869,-0.09953567355,-0.09506328601
lcl|c238381_g2_i2|m.24448,T1,4.333333333,2.943920289,3.833333333,2.136976057,-0.1768777621,-0.1546387108
lcl|c228864_g3_i2|m.13732,T1,85.5,57.96119391,78.83333333,24.92722742,-0.1171186423,-0.2455216803
lcl|c209659_g1_i2|m.2021,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c226933_g1_i6|m.11949,T1,2.333333333,2.160246899,2,1.673320053,-0.2223924213,-0.1249176165
lcl|c228611_g1_i2|m.13461,T1,2.833333333,1.602081979,2.5,1.870828693,-0.1805722456,-0.1287379033
lcl|c232791_g2_i3|m.17780,T1,27.66666667,8.86942313,25.33333333,10.50079362,-0.1271119179,-0.2062350366
lcl|c236655_g1_i2|m.22362,T1,9.666666667,5.955389716,9.166666667,9.98832652,-0.0766212816,-0.04731373875
lcl|c221586_g4_i2|m.7745,T1,3.5,2.42899156,3.333333333,2.503331114,-0.07038932789,-0.04996956579
lcl|c240846_g1_i2|m.27805,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c227881_g1_i1|m.12865,T1,2.666666667,1.032795559,2.5,1.870828693,-0.09310940439,-0.07064689859
lcl|c216848_g3_i4|m.4809,T1,9.5,5.648008499,8.666666667,3.011090611,-0.132450296,-0.1846720825
lcl|c226212_g1_i3|m.11297,T1,7.833333333,3.868677638,7.166666667,3.188521078,-0.128324097,-0.1575554535
lcl|c217876_g2_i1|m.5421,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c216805_g6_i1|m.4788,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c221925_g1_i3|m.7988,T1,46.66666667,7.865536642,43.33333333,7.737355276,-0.1069152039,-0.3833754857
lcl|c242193_g2_i1|m.29501,T1,39.5,10.21273715,36.5,12.24336555,-0.1139561893,-0.229869553
lcl|c209565_g1_i2|m.2000,T1,16.83333333,9.537644713,15.66666667,3.881580434,-0.1036226311,-0.1996652976
lcl|c235184_g7_i1|m.20675,T1,12.83333333,3.544949459,12,3.847076812,-0.09686153925,-0.1781135156
lcl|c238150_g1_i2|m.24167,T1,0.8333333333,0.7527726527,0.5,0.8366600265,-0.7369655942,-0.2244505912
lcl|c235389_g5_i2|m.20890,T1,4.5,1.516575089,4,2,-0.1699250014,-0.1885363343
lcl|c241242_g1_i1|m.28345,T1,5.166666667,3.371448749,4.666666667,1.966384161,-0.1468413883,-0.1535045428
lcl|c213888_g2_i1|m.3274,T1,0.5,0.8366600265,0.1666666667,0.4082482905,-1.584962501,-0.2457374804
lcl|c233306_g1_i2|m.18390,T1,87.83333333,11.65189541,81.33333333,13.06394529,-0.1109218141,-0.4667083399
lcl|c235533_g3_i1|m.21029,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c242974_g2_i1|m.30459,T1,57.83333333,17.79232044,53.66666667,34.5523757,-0.1078749745,-0.1188319138
lcl|c222377_g6_i1|m.8283,T1,6.333333333,3.559026084,5.833333333,3.060501048,-0.1186444965,-0.12314853
lcl|c214817_g2_i1|m.3680,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c222653_g7_i1|m.8496,T1,3,1.264911064,2.5,2.258317958,-0.2630344058,-0.1810142635
lcl|c214268_g4_i1|m.3436,T1,2.333333333,0.8164965809,2.166666667,0.9831920803,-0.1069152039,-0.1033690412
lcl|c210662_g1_i1|m.2231,T1,0.5,0.5477225575,0.5,0.5477225575,0,0
lcl|c220937_g5_i7|m.7248,T1,1.666666667,1.032795559,1.333333333,1.211060142,-0.3219280949,-0.1773587216
lcl|c212937_g3_i2|m.2900,T1,2.333333333,1.032795559,2.166666667,0.9831920803,-0.1069152039,-0.09571184538
lcl|c218842_g3_i2|m.5987,T1,18.33333333,7.840068027,17.16666667,10.32311323,-0.09485918634,-0.1055183606
lcl|c208411_g1_i1|m.1783,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c231991_g3_i3|m.16895,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c241874_g1_i1|m.29042,T1,90,13.0690474,83.66666667,5.819507425,-0.1052720431,-0.8175973768
lcl|c228854_g2_i6|m.13724,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c210532_g1_i1|m.2196,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c230773_g3_i10|m.15608,T1,0.5,0.5477225575,0,0,-2.321928095,-0.4777213961
lcl|c210338_g2_i1|m.2161,T1,1.333333333,1.211060142,0.6666666667,1.632993162,-1,-0.2955300223
lcl|c236909_g3_i2|m.22685,T1,484,76.32823855,453,133.6861997,-0.09549599723,-0.2309022663
lcl|c220736_g3_i1|m.7111,T1,0.3333333333,0.5163977795,0.3333333333,0.5163977795,0,0
lcl|c240121_g3_i1|m.26818,T1,0.3333333333,0.8164965809,0.5,0.8366600265,0.5849625007,0.1091168994
lcl|c236174_g2_i1|m.21787,T1,4,1.788854382,3.666666667,0.8164965809,-0.1255308821,-0.1617975158
lcl|c233739_g3_i1|m.18931,T1,8,3.577708764,7.5,4.679743583,-0.09310940439,-0.09275908244
lcl|c237102_g8_i1|m.22917,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c236395_g1_i2|m.22070,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c233061_g7_i1|m.18094,T1,0.8333333333,0.4082482905,0,0,-3.058893689,-0.9222349331
lcl|c242644_g1_i1|m.30082,T1,2.5,0.5477225575,2.333333333,1.366260102,-0.09953567355,-0.09683849423
lcl|c214832_g3_i2|m.3697,T1,27.33333333,3.723797345,25.83333333,11.54844867,-0.08142759934,-0.1264060727
lcl|c236351_g2_i1|m.22019,T1,5,1.788854382,4.666666667,2.422120283,-0.09953567355,-0.1084656252
lcl|c243154_g1_i1|m.30688,T1,12.66666667,3.076794869,12,4,-0.078002512,-0.1416402506
lcl|c227937_g1_i7|m.12905,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c242793_g1_i1|m.30226,T1,1.833333333,2.401388487,1.833333333,1.722401424,0,0
lcl|c238662_g3_i6|m.24778,T1,2.833333333,2.316606714,2.833333333,1.722401424,0,0
lcl|c242277_g7_i2|m.29564,T1,2.166666667,1.471960144,2,1.264911064,-0.1154772174,-0.07818679256
lcl|c234442_g1_i3|m.19849,T1,2.666666667,1.966384161,2.333333333,1.366260102,-0.1926450779,-0.1384158752
lcl|c244151_g1_i2|m.31813,T1,5.166666667,1.940790217,4.833333333,3.188521078,-0.09621531526,-0.08893396936
lcl|c212026_g3_i1|m.2608,T1,73.33333333,4.676180778,68.66666667,7.788880964,-0.09485918634,-0.5576975562
lcl|c210228_g4_i1|m.2142,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c206370_g1_i1|m.1531,T1,0,0,0.3333333333,0.5163977795,1.736965594,0.6454972244
lcl|c236793_g3_i9|m.22532,T1,2.166666667,1.722401424,2.166666667,1.329160136,0,0
lcl|c224289_g1_i1|m.9705,T1,2.166666667,1.169045194,2,1.264911064,-0.1154772174,-0.08398580893
lcl|c215606_g3_i1|m.4107,T1,5,1.549193338,4.833333333,2.639444386,-0.04890960048,-0.05253402896
lcl|c240942_g2_i1|m.27973,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c223597_g3_i1|m.9231,T1,0,0,0.3333333333,0.5163977795,1.736965594,0.6454972244
lcl|c238002_g8_i1|m.23983,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c214211_g3_i3|m.3396,T1,6,3.224903099,5.666666667,2.658320272,-0.08246216019,-0.09066654298
lcl|c240688_g3_i1|m.27609,T1,35,5.656854249,32.83333333,10.96205577,-0.09219369821,-0.1889564124
lcl|c242793_g1_i1|m.30227,T1,18.16666667,7.98540335,17.16666667,4.44597196,-0.08168379759,-0.1672777112
lcl|c239362_g1_i5|m.25672,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c216818_g1_i2|m.4792,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c239496_g4_i3|m.25878,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c240692_g2_i1|m.27612,T1,268.3333333,76.19886263,253.3333333,82.11130657,-0.08298936467,-0.1806486388
lcl|c236522_g3_i2|m.22203,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c237643_g4_i5|m.23533,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c231477_g1_i1|m.16301,T1,9,7.402702209,8.5,5.205766034,-0.08246216019,-0.07723870544
lcl|c232221_g3_i2|m.17155,T1,0,0,0.3333333333,0.5163977795,1.736965594,0.6454972244
lcl|c222210_g1_i4|m.8175,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c223823_g1_i1|m.9417,T1,0.1666666667,0.4082482905,0.3333333333,0.5163977795,1,0.1601407255
lcl|c214164_g1_i8|m.3381,T1,0.6666666667,0.5163977795,0,0,-2.736965594,-0.6559965571
lcl|c240711_g1_i2|m.27634,T1,1,0.894427191,1.166666667,0.7527726527,0.2223924213,0.1085938561
lcl|c208140_g2_i1|m.1739,T1,5.833333333,1.169045194,5.5,3.834057903,-0.08488889759,-0.08075478893
lcl|c219583_g2_i1|m.6468,T1,4.5,2.073644135,4.333333333,2.250925735,-0.05444778402,-0.05490674616
lcl|c221039_g1_i2|m.7339,T1,8,2.529822128,7.666666667,2.065591118,-0.06140054466,-0.1091500151
lcl|c228972_g3_i3|m.13832,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c216786_g2_i4|m.4765,T1,0.5,0.5477225575,0,0,-2.321928095,-0.4777213961
lcl|c244028_g1_i1|m.31642,T1,0.1666666667,0.4082482905,0.3333333333,0.5163977795,1,0.1601407255
lcl|c240989_g2_i1|m.28022,T1,3.166666667,3.250640962,2.833333333,1.722401424,-0.1604646722,-0.108330513
lcl|c240251_g4_i1|m.26961,T1,11,2.828427125,10.5,3.391164992,-0.06711419586,-0.1207122023
lcl|c244364_g1_i1|m.32091,T1,9.833333333,3.544949459,9.166666667,6.431692364,-0.1012833358,-0.09577064803
lcl|c213891_g2_i1|m.3276,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c230991_g1_i1|m.15860,T1,0.1666666667,0.4082482905,0.1666666667,0.4082482905,0,0
lcl|c221208_g3_i12|m.7474,T1,0.3333333333,0.5163977795,0.1666666667,0.4082482905,-1,-0.1521792579
lcl|c221441_g1_i5|m.7633,T1,3,0.894427191,2.666666667,2.160246899,-0.1699250014,-0.1311937345
lcl|c217990_g1_i1|m.5468,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c241269_g1_i2|m.28376,T1,0.1666666667,0.4082482905,0.5,0.5477225575,1.584962501,0.3154641749
lcl|c212784_g2_i1|m.2837,T1,6.833333333,3.060501048,6.5,4.086563348,-0.07214978576,-0.06977685483
lcl|c218748_g1_i1|m.5931,T1,4,1.788854382,3.833333333,1.329160136,-0.06140054466,-0.07209419058
lcl|c238052_g1_i4|m.24050,T1,99.66666667,15.16135438,95,12.489996,-0.06918356515,-0.3418801504
lcl|c237244_g3_i1|m.23065,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c238683_g3_i11|m.24823,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c230339_g3_i1|m.15186,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c240739_g2_i5|m.27680,T1,0.5,0.5477225575,0.5,0.5477225575,0,0
lcl|c224166_g2_i1|m.9648,T1,0.8333333333,0.4082482905,0.3333333333,0.5163977795,-1.321928095,-0.4804221766
lcl|c222957_g1_i4|m.8749,T1,4.833333333,2.562550813,4.5,4.037325848,-0.103093493,-0.07201406063
lcl|c229340_g1_i1|m.14173,T1,9.166666667,2.639444386,8.666666667,4.926120854,-0.08091999538,-0.09198646404
lcl|c239984_g1_i6|m.26622,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c214403_g1_i1|m.3480,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c229690_g5_i1|m.14535,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c236885_g1_i5|m.22663,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c231881_g1_i2|m.16748,T1,11.83333333,4.490731195,11.33333333,3.326659987,-0.06228427825,-0.1116691164
lcl|c229870_g2_i3|m.14711,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c225761_g4_i1|m.10923,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c214653_g2_i1|m.3571,T1,0.1666666667,0.4082482905,0.3333333333,0.5163977795,1,0.1601407255
lcl|c239497_g2_i3|m.25879,T1,0.1666666667,0.4082482905,0.3333333333,0.5163977795,1,0.1601407255
lcl|c244363_g1_i1|m.32089,T1,0.5,0.5477225575,0.3333333333,0.5163977795,-0.5849625007,-0.1428046585
lcl|c225156_g8_i5|m.10409,T1,0.5,0.5477225575,0.3333333333,0.5163977795,-0.5849625007,-0.1428046585
lcl|c243317_g2_i2|m.30811,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c213681_g2_i1|m.3169,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c237799_g1_i8|m.23768,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c226194_g1_i2|m.11280,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c238490_g5_i3|m.24584,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c228926_g1_i1|m.13795,T1,0,0,0.5,0.5477225575,2.321928095,0.9128709292
lcl|c235213_g4_i11|m.20710,T1,7.333333333,1.632993162,7,1.673320053,-0.06711419586,-0.1353405795
lcl|c236392_g2_i1|m.22067,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c214827_g5_i1|m.3692,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c233247_g1_i1|m.18311,T1,42.66666667,13.55974434,40.66666667,13.77921139,-0.06926266244,-0.1357731779
lcl|c229881_g6_i6|m.14719,T1,23.66666667,6.976149845,22.66666667,11.86029792,-0.06228427825,-0.08042084225
lcl|c216388_g2_i3|m.4568,T1,0.3333333333,0.5163977795,0.3333333333,0.5163977795,0,0
lcl|c241630_g2_i5|m.28790,T1,0.5,0.5477225575,0.3333333333,0.5163977795,-0.5849625007,-0.1428046585
lcl|c240852_g1_i3|m.27810,T1,3.5,2.42899156,3.5,1.224744871,0,0
lcl|c195747_g2_i1|m.945,T1,115.6666667,31.80985172,110.1666667,46.54209564,-0.07028539107,-0.1164745554
lcl|c242924_g1_i1|m.30399,T1,45,5.621387729,42.83333333,13.86241922,-0.07119104786,-0.1519170602
lcl|c235911_g1_i6|m.21464,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c218779_g10_i3|m.5958,T1,0,0,0.3333333333,0.5163977795,1.736965594,0.6454972244
lcl|c237814_g2_i4|m.23787,T1,1,2,1.166666667,1.602081979,0.2223924213,0.06503936072
lcl|c237546_g2_i1|m.23373,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c234467_g2_i1|m.19858,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c223798_g3_i1|m.9397,T1,1.166666667,0.7527726527,0.8333333333,0.9831920803,-0.4854268272,-0.2120000155
lcl|c218119_g1_i3|m.5570,T1,4.5,1.378404875,4.333333333,1.032795559,-0.05444778402,-0.08523530935
lcl|c237986_g3_i2|m.23963,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c239398_g2_i1|m.25731,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c235769_g9_i1|m.21325,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c235293_g1_i2|m.20787,T1,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c217509_g3_i3|m.5228,T1,0,0,0.1666666667,0.4082482905,0.7369655942,0.4082482905
lcl|c205554_g2_i2|m.1468,T1,5.833333333,1.169045194,5.666666667,2.338090389,-0.04182017569,-0.05965805018
lcl|c238572_g3_i3|m.24677,T1,16,4.939635614,15.16666667,5.344779384,-0.07716786052,-0.1343982222
lcl|c221534_g3_i2|m.7714,T1,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c236422_g1_i1|m.22090,T1,0.3333333333,0.5163977795,0.1666666667,0.4082482905,-1,-0.1521792579
lcl|c225858_g7_i1|m.10995,T1,0.5,0.5477225575,0.3333333333,0.5163977795,-0.5849625007,-0.1428046585
